TLID,FNODE,TNODE,LENGTH
62080554,1941,1944,23.69049
62080555,1941,1911,56.15579
62080556,1944,1952,48.01401
62080557,1944,1956,202.79049
62080558,2158,2238,216.72447
62080559,2158,2182,51.20782
62080560,2392,2473,127.03469
62080561,2392,2381,42.02012
62080562,2347,2361,62.02007
62080563,2347,2381,39.58703
62080566,2276,2302,42.17078
62080567,2276,2254,169.43982
62080570,1980,1974,40.48187
62080571,1980,1964,25.47473
62080572,1974,1958,86.80292
62080573,1957,1974,29.16396
62080574,1974,1987,27.94425
62080578,1957,1957,40.56419
62080582,2337,2395,72.22225
62080583,2343,2453,138.26274
62080584,2395,2431,79.33303
62080585,2343,2395,160.2121
62080590,2765,2769,5.2274
62080594,2286,2299,13.51499
62080595,2286,2309,128.47555
62080597,2309,2337,85.78723
62080598,2309,2270,52.41072
62080599,2399,2407,9.29235
62080600,2270,2333,140.23227
62080602,2407,2525,159.24693
62080603,2407,2413,88.46404
62080614,2816,2913,149.84625
62080617,1563,1535,284.21362
62080618,1535,1524,96.93392
62080619,1563,1535,385.14624
62080620,1524,1508,81.01527
62080621,1524,1527,22.00069
62080624,1508,1486,150.44376
62080625,1486,1480,25.25315
62080626,1508,1486,196.24304
62080627,1480,1480,173.34483
62080628,1671,1655,35.26511
62080629,1671,1662,56.32604
62080632,1685,1747,114.65846
62080636,1662,1685,115.91785
62080637,1662,1653,63.28141
62080641,2338,2361,31.89284
62080642,2338,2346,68.79072
62080643,2305,2346,47.68518
62080644,2346,2377,120.85055
62080645,2563,2587,135.89359
62080650,2303,2280,23.99222
62080660,2021,2026,6.41833
62080661,2046,2060,49.61151
62080662,1978,2046,143.84477
62080663,2046,1978,229.50085
62080665,2079,2085,126.39482
62080667,2102,2100,135.96125
62080668,2167,2179,140.33532
62080669,2100,2105,23.26239
62080670,2167,2100,122.13167
62080671,2219,2287,106.86303
62080675,2532,2521,102.31406
62080676,2532,2558,48.6742
62080677,2592,2600,30.29467
62080680,2600,2611,37.97931
62080681,2611,2638,51.47048
62080682,2611,2631,49.42608
62080683,2611,2585,54.82396
62080685,2600,2621,49.53053
62080686,2529,2532,54.33283
62080687,2529,2559,101.93697
62080688,2535,2528,27.46096
62080689,2588,2592,6.33494
62080691,2544,2535,15.32112
62080692,2528,2529,65.30906
62080695,2635,2597,68.72825
62080696,2544,2589,91.58725
62080697,2588,2604,49.92738
62080698,3004,2941,200.43062
62080700,2431,2438,13.58237
62080701,2431,2478,65.01
62080703,2696,2716,56.66383
62080704,2696,2675,26.76568
62080705,2655,2637,22.30448
62080706,2655,2675,67.40013
62080707,2675,2688,42.83737
62080708,2637,2605,48.00851
62080709,2637,2670,107.46626
62080711,2605,2620,92.7696
62080713,2579,2575,94.26067
62080714,2535,2534,106.36378
62080716,1159,1147,311.04074
62080717,1159,1154,406.87108
62080719,1169,1158,399.62421
62080721,1097,1179,2299.5152
62080722,1097,1066,428.06988
62080723,764,735,327.6253
62080724,747,710,261.87457
62080725,747,735,150.98
62080726,735,707,185.15422
62080727,735,723,129.76382
62080729,684,689,39.50062
62080730,679,684,172.80902
62080731,689,690,44.77462
62080732,689,696,83.63627
62080733,689,670,74.71764
62080737,798,801,112.64349
62080738,896,898,204.17036
62080739,896,904,89.80837
62080740,505,495,50.97056
62080741,495,493,44.13017
62080749,538,541,26.84299
62080755,1278,1277,7.37607
62080756,1277,1247,618.61308
62080757,1277,1283,207.84025
62080758,1077,1076,219.90702
62080759,1077,1099,452.32462
62080761,2690,2671,209.36521
62080763,3700,3686,38.63266
62080766,3686,3642,91.28045
62080768,3686,3721,78.76579
62080770,1344,1430,549.78312
62080773,2393,2406,100.9384
62080778,3047,3076,60.20818
62080779,3078,3076,23.12315
62080780,3076,3156,151.5276
62080782,3151,3156,110.99469
62080785,3089,3099,36.67761
62080803,6745,6791,160.03179
62080805,6562,6628,53.54509
62080811,4478,4312,224.24863
62080812,11928,12015,81.47277
62080817,12046,12077,67.45104
62080831,12174,12160,11.46139
62080835,8227,8042,156.75034
62080838,14684,14682,56.25733
62080843,17303,17339,151.94213
62080848,19314,19223,101.34462
62080851,20862,20854,34.80814
62080858,16840,16828,18.55997
62080860,21510,21468,35.95187
62080863,25807,25848,46.20658
62080871,6095,6080,52.45766
62080873,6367,6368,26.97635
62080877,14579,14520,170.13291
62080891,14844,14625,272.76036
62080892,27581,27594,84.39368
62080894,5952,5924,46.16188
62080897,19202,19188,74.95515
62080898,18284,18270,10.37825
62080900,28581,28578,98.46896
62080901,28575,28572,69.98392
62080903,22588,22522,77.89491
62080906,28532,28528,32.50755
62080909,9383,9405,37.67882
62080918,10564,10531,46.43302
62080922,10966,10972,7.71509
62080925,10668,10763,158.41074
62080935,15482,15394,83.61805
62080936,15506,15436,56.79213
62080942,15136,15138,23.57401
62080943,15208,15264,63.63303
62080944,15855,15831,32.76065
62080946,16131,16107,83.57177
62080947,16108,16131,122.46844
62080948,16065,16089,98.28292
62080949,16130,16118,87.29456
62080950,16118,16096,54.48182
62080952,15748,15873,111.34978
62080964,12486,12611,182.95067
62080970,25435,25420,30.97744
62080971,25480,25452,80.8884
62080972,25256,25214,140.47045
62080974,24327,24264,75.31757
62080975,25451,25297,162.98331
62080976,25693,25636,168.84831
62080977,25943,26169,420.37495
62080983,28383,28372,23.53219
62080984,28549,28559,124.2836
62080985,28560,28552,57.71697
62080986,28275,28288,75.64413
62080989,28116,28110,39.34065
62080992,28449,28453,32.31458
62080994,27836,27847,112.19671
62080995,27975,27885,263.02247
62080997,27999,27990,22.4991
62080998,27810,27829,174.84257
62080999,27861,27877,311.22337
62081000,27969,27957,100.33235
62081001,27893,27868,93.25454
62081002,27231,27275,160.96606
62081006,27594,27595,8.61001
62081016,25257,25313,80.53704
62081018,24756,24793,52.73291
62081019,25399,25405,49.26635
62081020,25583,25565,55.3123
62081021,25385,25367,25.92685
62081022,25381,25395,17.02457
62081024,25496,25511,10.28092
62081025,24640,24562,156.26722
62081030,23859,23826,74.09483
62081031,23940,23897,117.12589
62081032,23835,23853,41.59695
62081033,23738,23713,70.15763
62081034,23919,23873,54.21003
62081035,23931,23896,49.86391
62081036,23929,23895,39.12901
62081037,23983,23869,153.95682
62081039,24090,24117,45.97448
62081041,22492,22468,22.3134
62081047,21609,21575,70.51431
62081053,22300,22140,251.0625
62081055,23130,23131,97.57795
62081057,22937,22889,53.82661
62081059,23297,23275,33.49636
62081061,23219,23182,70.54457
62081066,24484,24448,84.28428
62081070,18148,18083,69.94021
62081071,21069,21018,71.8866
62081072,20597,20540,119.84527
62081076,19188,19144,182.94926
62081077,19836,19799,73.9276
62081078,19877,19836,51.06064
62081081,23420,23430,101.39845
62081086,22688,22643,40.26361
62081088,22604,22582,54.25633
62081089,22663,22604,65.11115
62081092,21664,21714,73.07022
62081093,22301,22233,64.55724
62081094,22047,21984,69.23029
62081095,22615,22588,60.22098
62081096,22649,22615,51.22985
62081099,19876,19830,43.16969
62081101,19068,18935,176.86748
62081102,19082,19068,10.58647
62081104,21120,21075,29.16311
62081105,21126,21091,43.07222
62081118,20707,20786,126.39771
62081124,21360,21349,18.06519
62081125,21466,21463,9.2555
62081126,21902,21846,61.98192
62081127,22039,22021,74.32405
62081128,21942,21846,118.69503
62081129,22145,22103,35.11229
62081130,22157,22116,41.10731
62081131,22246,22274,53.35872
62081132,22479,22510,146.47974
62081133,23446,23378,115.13229
62081134,23456,23446,12.49923
62081141,22552,22530,44.35013
62081142,21087,21055,23.00305
62081143,21135,21119,105.01448
62081144,16120,16095,34.54361
62081145,16088,16095,15.79097
62081149,15722,15630,139.87908
62081150,17017,17083,69.70758
62081151,19559,19398,99.1406
62081152,19628,19576,36.53863
62081153,19584,19559,21.62455
62081154,20564,20423,88.44898
62081155,20488,20350,81.41375
62081158,16524,16505,108.97653
62081160,17918,17697,182.8108
62081162,18994,18711,263.85063
62081163,18995,18864,144.03473
62081165,15383,15409,33.07446
62081166,10161,10257,108.22958
62081172,6161,6187,250.0531
62081173,6003,5977,41.35402
62081175,7365,7321,49.57409
62081176,18545,18366,183.60209
62081177,18569,18545,32.99352
62081178,18824,18584,355.72207
62081179,17154,17108,35.15806
62081180,17268,17154,117.86942
62081181,18642,18156,404.10253
62081220,11119,11195,58.20724
62081226,8983,9043,84.57414
62081276,20081,20115,33.79801
62081281,2930,2921,23.33486
62081284,2921,2803,234.24141
62081288,2729,2811,135.14418
62081290,2803,2729,126.36973
62081317,9620,9594,33.33137
62081328,13787,13821,37.58457
62081331,14227,14296,119.45177
62081380,753,752,18.32406
62081382,757,753,48.53781
62081388,781,785,35.47499
62081395,817,819,17.93476
62081404,10244,10264,17.76408
62081406,10258,10264,16.27922
62081421,6861,6862,18.53919
62081430,19373,19557,399.87415
62081431,19201,19373,544.4263
62081435,9596,10343,514.10521
62081438,10343,10736,321.62294
62081441,10736,10954,170.08616
62081444,10954,11120,149.76836
62081445,11120,11393,217.41093
62081449,6655,6634,17.57081
62081452,6486,6472,77.20002
62081455,7089,7010,75.55729
62081462,3504,3869,689.68842
62081465,1800,1837,95.83494
62081487,1970,2004,240.80131
62081490,3947,3952,4.96633
62081493,4233,3897,543.98776
62081497,6826,6801,53.04505
62081500,6401,6397,193.68535
62081519,5121,5141,53.153
62081540,11034,10977,50.81043
62081543,11633,11598,52.70189
62081553,14486,14490,51.45705
62081556,12954,12695,291.43772
62081559,13014,12972,47.13332
62081577,14801,14878,158.49748
62081589,12396,12412,21.20578
62081608,19733,19877,186.6147
62081611,21227,21309,121.1558
62081614,22279,22297,52.31846
62081635,25821,25870,53.64266
62081647,7171,7072,100.42582
62081682,23735,23856,170.48016
62081688,26710,26591,166.4583
62081695,26364,26379,121.08271
62081701,28330,28358,86.24047
62081706,26083,26102,26.23645
62081753,8117,8128,11.8735
62081771,6680,6625,54.83137
62081789,6373,6431,67.74547
62081793,12339,12311,46.78214
62081802,13676,13723,57.95126
62081811,6769,6692,120.82287
62081820,6670,6687,118.46686
62081824,20959,20969,23.95009
62081851,28312,28297,120.2692
62081857,28478,28488,151.20725
62081860,28467,28466,5.22918
62081863,27934,27952,56.03787
62081869,28025,28050,87.91982
62081872,28158,28259,336.85794
62081875,27849,27903,309.42758
62081879,27917,27920,11.63598
62081886,24320,24278,79.882
62081893,28554,28553,75.99132
62081897,28385,28408,108.554
62081915,28424,28427,16.35084
62081918,28571,28591,165.23612
62081921,28601,28600,105.60814
62081924,23831,23808,62.91967
62081927,13310,13221,377.68635
62081933,14768,14766,14.43971
62081936,23593,23588,30.19242
62081939,22640,22551,98.9944
62081952,22175,22202,28.81132
62081958,21952,22135,388.51383
62081961,21894,21952,117.96176
62081964,21837,21894,78.68158
62081967,21635,21648,38.01449
62081973,23490,23473,35.78829
62081974,23374,23361,125.90742
62081987,22964,23030,49.50516
62081993,25899,26070,196.05397
62081997,24473,24397,97.31018
62082003,24177,24221,40.47218
62082006,24224,24152,81.49514
62082009,24277,24224,66.37972
62082015,28232,28264,111.57212
62082024,28205,28217,33.84774
62082030,26827,26756,184.62249
62082033,26927,26949,26.0228
62082036,26858,26857,38.64872
62082052,13309,13439,198.75445
62082055,13366,13374,15.93341
62082063,13104,13074,113.90536
62082067,9890,9891,124.66511
62082071,13383,13285,120.15398
62082074,13156,13108,85.3284
62082077,11878,12112,204.639
62082086,11849,11877,102.91264
62082089,9667,9644,157.80209
62082092,26701,26760,86.18718
62082095,27284,27251,105.06018
62082098,27255,27254,10.21582
62082101,27445,27381,147.78293
62082126,8857,8863,15.46023
62082128,8938,8857,66.08011
62082135,5328,5294,38.5068
62082157,28024,28034,65.45917
62082160,28561,28570,71.4979
62082163,28357,28352,38.21969
62082178,25232,25216,79.05661
62082181,25468,25520,103.45302
62082184,23928,23859,101.08715
62082187,21570,21490,55.19992
62082190,24463,24352,146.13162
62082193,19549,19472,90.26603
62082199,22642,22643,120.67093
62082209,21523,21527,10.68434
62082212,22696,22633,53.5785
62082215,19128,19130,10.04248
62082218,20641,20584,57.08819
62082222,22380,22376,9.43563
62082225,21980,21937,60.874
62082231,16042,15976,83.13554
62082275,13004,12990,30.99199
62082281,12989,13006,56.44952
62082287,9942,9940,10.56374
62082292,15390,15243,384.91578
62082305,3476,3485,9.92418
62082311,1634,1643,25.36644
62082314,1583,1574,22.83387
62082341,2331,2343,16.25153
62082344,2344,2350,15.75214
62082350,2090,2107,64.97583
62082354,1902,1869,56.528
62082357,1942,1941,11.98966
62082360,2369,2388,205.50737
62082364,2359,2399,75.69068
62082370,2273,2295,51.56546
62082375,2584,2579,10.37942
62082379,2580,2576,39.09079
62082385,2476,2453,81.38433
62082388,2500,2476,52.19024
62082395,2523,2461,63.72765
62082404,2701,2710,41.34144
62082413,3886,3870,79.62456
62082416,3913,3886,129.57162
62082419,4251,4240,40.04198
62082422,5514,5466,73.74084
62082425,2358,2378,341.05834
62082428,10602,10682,60.8474
62082431,11187,11105,61.31651
62082434,4470,4468,231.93169
62082437,5256,5215,52.56069
62082459,4490,4464,67.24445
62082465,4970,4964,26.28911
62082468,4820,4835,36.99746
62082480,4202,4255,230.86347
62082499,9060,9075,59.4625
62082505,3070,3084,42.2536
62082509,3320,3343,74.86278
62082512,3326,3348,48.07479
62082518,3234,3247,79.83931
62082523,3388,3298,104.02655
62082530,3495,3488,70.67658
62082534,3792,3800,25.62184
62082540,4099,4079,42.62757
62082546,4380,4623,455.14767
62082549,3744,3850,204.85744
62082555,3092,3045,95.66578
62082561,2714,2663,60.88113
62082564,2795,2815,46.34078
62082578,16154,16153,7.54835
62082593,21210,21243,101.36797
62082596,21872,20940,1100.07505
62082604,20505,20114,354.62318
62082618,5723,5654,139.29367
62082621,2203,2180,62.52973
62082633,6715,6744,62.52774
62082636,7112,7187,84.37961
62082651,10450,10616,128.05552
62082657,10656,10632,36.77591
62082677,20329,20103,158.7478
62082708,11830,11838,171.36556
62082709,11756,11838,74.24191
62082715,16533,16427,159.98593
62082815,174,173,16.72695
62082816,177,174,97.86362
62082817,161,174,348.89388
62082818,167,163,190.73384
62082819,176,167,50.10688
62082822,167,168,29.0688
62082824,170,180,266.27188
62082825,168,170,84.14047
62082828,170,171,230.85983
62082829,171,172,41.41974
62082830,154,161,238.4421
62082832,146,154,129.25152
62082833,136,146,154.41159
62082834,154,146,581.28378
62082835,146,149,33.45328
62082838,1558,1516,262.03448
62082839,1516,1423,660.01815
62082841,1252,1271,365.23006
62082843,21598,22710,1304.3149
62082856,46,43,279.73047
62082857,69,46,770.74827
62082870,10509,10479,28.3044
62082873,10479,10230,236.0489
62082876,10230,10110,105.17199
62082882,10038,9969,43.86939
62082889,9408,9340,71.77991
62082892,9340,9299,33.08905
62082893,8904,8874,276.93747
62082894,8905,8904,34.86433
62082895,9299,8904,375.95666
62082898,8904,8639,212.93056
62082907,9271,9414,221.24825
62082908,9460,9414,61.20009
62082911,18930,18874,116.80553
62082912,18871,18930,456.89885
62082914,18874,18871,61.93698
62082915,18871,18873,169.65289
62082919,5778,5555,263.5212
62082921,5833,5778,226.30439
62082934,20456,20443,5.9802
62082936,20441,20456,45.91072
62082943,22206,22013,401.55897
62082944,22230,22206,33.50195
62082945,22235,22206,73.0991
62082946,14032,13893,296.7913
62082947,19507,19552,50.6892
62082948,19423,19507,53.44958
62082974,11839,11846,25.38875
62082975,11838,11839,25.94213
62082980,7601,7581,91.76559
62082982,8981,8954,35.74537
62082988,9344,9380,34.78377
62082994,9531,9480,66.45971
62083012,7756,7739,19.00787
62083079,26139,26168,120.57129
62083080,26314,26168,217.54841
62083106,771,757,228.24648
62083107,771,777,102.11921
62083108,811,817,93.83943
62083109,3413,3504,147.30449
62083112,1939,1902,60.21592
62083113,1939,1942,32.54989
62083114,2180,2141,100.74098
62083115,2253,2273,54.15601
62083116,2602,2565,65.70209
62083119,3226,3228,43.1798
62083123,2691,2725,242.02474
62083125,2996,3033,70.5489
62083126,3084,3129,103.15593
62083127,3157,3166,30.66593
62083128,3014,3041,79.00419
62083129,3165,3180,59.52161
62083130,1839,1970,322.2415
62083133,3198,3217,63.31379
62083134,2912,2937,79.80272
62083135,2939,2915,99.35415
62083136,3149,3092,110.09242
62083137,3127,3132,20.75195
62083138,2654,2701,62.69905
62083139,4415,4437,25.21623
62083140,4742,4749,50.13299
62083141,6294,6327,30.39264
62083142,4604,4720,122.91571
62083144,4269,4586,366.08036
62083145,3213,3187,129.14661
62083146,3500,3438,233.89295
62083147,3488,3512,37.42033
62083148,3404,3388,26.71159
62083149,3379,3355,23.94536
62083150,3496,3495,36.63853
62083151,3465,3468,65.78352
62083152,3675,3759,174.03786
62083153,3713,3655,176.64702
62083154,5590,5605,29.24522
62083155,4428,4459,112.27494
62083157,4538,4549,10.51302
62083158,4617,4635,27.52101
62083160,4690,4681,40.76881
62083166,4811,4827,52.72844
62083167,5044,5014,41.12095
62083168,4043,4380,868.48584
62083175,4247,4299,130.27141
62083176,4805,4817,52.69665
62083177,5970,6294,415.75953
62083178,5970,5964,184.74082
62083179,6327,6662,337.12317
62083180,6016,6128,157.22346
62083185,5592,5605,43.88145
62083187,5605,5743,175.02175
62083188,5279,5256,29.61432
62083189,5116,5214,251.76363
62083190,5351,5348,5.82152
62083191,5445,5441,7.93253
62083195,6845,6884,34.48955
62083198,3297,3326,59.38199
62083199,3296,3306,23.74364
62083209,4119,4099,24.99758
62083211,4164,4133,88.33611
62083224,5085,5121,124.02379
62083225,5414,5328,139.62501
62083231,1793,1865,293.92854
62083232,3240,3261,30.07763
62083233,3086,2990,210.40974
62083234,3086,3059,332.21263
62083235,3596,3342,451.05444
62083236,2901,2772,189.94128
62083237,3511,3557,94.40163
62083238,3511,3483,161.6615
62083242,3978,3903,205.72006
62083245,4873,4787,91.24455
62083246,5040,4233,900.54337
62083247,3928,3913,90.45969
62083250,4107,4000,155.89999
62083251,4630,4671,42.43504
62083252,5550,5514,44.95051
62083255,6917,6826,105.39793
62083259,4150,4183,53.02226
62083260,4525,4495,146.31572
62083263,6442,6461,432.81679
62083264,5827,5420,447.47422
62083265,5615,5786,279.35648
62083266,6370,6425,84.302
62083267,5402,5390,30.84369
62083269,5408,5428,58.40011
62083270,6457,6401,120.01343
62083272,8242,8636,347.522
62083276,8085,8126,138.92428
62083277,6997,7075,76.68079
62083278,7469,7523,56.29518
62083279,7854,7976,118.58359
62083280,8085,8160,59.1199
62083284,9028,9062,41.75469
62083285,8906,8972,58.76628
62083286,8900,8837,174.31812
62083287,8939,9003,52.62188
62083288,9054,9082,20.328
62083291,8885,8812,72.95604
62083297,10245,10450,164.55255
62083302,8829,8857,407.18967
62083303,10245,10281,65.82321
62083307,9672,9642,88.65632
62083312,8622,8777,133.58436
62083316,8976,8983,84.1799
62083321,10249,10326,141.35293
62083322,10454,10007,410.53348
62083323,10682,10631,86.15441
62083324,10571,10602,25.58357
62083325,11327,11321,24.71191
62083329,9964,10063,120.76692
62083330,9964,10060,63.0792
62083331,11526,11479,52.25889
62083333,10589,10645,42.30411
62083337,11618,11725,101.88225
62083338,11448,11592,155.06876
62083339,11327,11187,111.90192
62083340,11327,11342,14.32322
62083341,11484,11618,122.85527
62083346,10102,10244,126.26857
62083347,10233,10258,52.53674
62083356,13026,13004,57.97582
62083361,14049,13937,237.06818
62083362,14185,14106,104.92462
62083365,12646,12653,43.44819
62083366,21339,21478,143.28943
62083368,19994,20457,337.12444
62083369,25275,25750,820.15922
62083372,9626,9571,89.08124
62083380,12075,12088,67.53576
62083391,9889,9890,30.74998
62083396,13112,13104,32.43215
62083400,16035,16004,77.48726
62083405,13108,12954,241.12704
62083406,13148,13014,200.82938
62083407,13167,13156,15.58198
62083408,13445,13383,66.68422
62083409,14919,14904,173.90876
62083412,15436,15391,43.28668
62083413,16378,16354,34.95705
62083415,14788,14801,95.63868
62083424,10739,11111,385.8167
62083426,10645,10744,89.52091
62083434,19578,19549,40.55438
62083435,20831,20959,181.71204
62083436,21440,21523,193.47298
62083441,22641,22642,56.94956
62083445,24021,24177,588.59603
62083446,24397,24277,158.76081
62083450,22740,22696,43.69686
62083453,22418,22380,90.28593
62083454,4738,4732,31.18748
62083458,20076,20081,8.44951
62083461,24501,24463,36.10066
62083462,23934,23831,176.80554
62083463,23933,23928,24.91157
62083467,7836,7923,168.31061
62083471,25252,25232,82.28346
62083472,25394,25468,139.85308
62083479,6454,6486,72.55899
62083480,7181,7089,92.52578
62083482,15986,15390,854.67003
62083483,16183,16138,108.54718
62083484,16336,16406,95.42335
62083485,15714,15776,388.82888
62083490,15783,15874,102.78838
62083492,14049,14107,212.73964
62083498,26172,26185,9.76366
62083499,19969,19102,740.23574
62083500,19969,20009,127.46782
62083501,19102,18839,265.5692
62083503,19102,19101,45.76465
62083507,18259,18488,185.39287
62083508,18087,18115,104.90569
62083509,18278,18087,171.41376
62083513,21068,20960,781.93965
62083515,19101,19091,18.14825
62083516,18087,17694,319.57511
62083517,21079,20987,112.8147
62083518,20071,20086,16.75131
62083519,21262,21248,23.32776
62083522,21346,21298,40.73015
62083526,18258,18305,31.77834
62083528,18575,18515,46.64943
62083532,18356,18387,19.25649
62083536,18348,18403,48.1083
62083537,18408,18434,23.01279
62083540,18680,18634,68.79321
62083541,18762,18717,42.48173
62083542,18348,18532,159.62256
62083545,20114,20100,8.27458
62083547,20728,20505,268.12507
62083554,20746,20389,286.35186
62083555,20623,20638,68.46873
62083557,21173,21191,27.02374
62083562,21185,21210,40.21589
62083564,19146,18873,284.06022
62083565,20638,20436,139.56554
62083566,20638,20686,291.89293
62083567,20400,20551,107.68973
62083568,20257,20348,94.51276
62083569,19215,19332,107.96848
62083570,21628,21656,150.03156
62083571,21808,21985,225.7294
62083572,19091,19089,50.36289
62083574,18666,18572,124.85057
62083575,18488,18572,81.54292
62083577,18533,18488,78.17264
62083580,20911,20817,303.26343
62083581,20911,21137,209.88449
62083582,20960,20911,131.47349
62083583,20960,21190,192.87581
62083584,22817,22826,15.09207
62083585,22826,22840,14.86766
62083586,24135,24105,230.33219
62083588,24679,24684,77.17713
62083590,22826,22832,5.42416
62083593,24565,24403,201.28599
62083594,23860,24346,588.9947
62083595,24013,24135,179.28108
62083598,23842,23909,254.93122
62083602,22220,21872,508.30223
62083604,24515,24679,188.21549
62083605,23094,23148,128.23996
62083608,23372,23266,172.47655
62083610,23701,23715,96.22612
62083611,23666,23671,21.1907
62083612,23715,23735,47.40775
62083613,23784,23763,23.29453
62083614,23763,23737,42.31937
62083615,23736,23815,121.72607
62083616,23736,23763,101.44964
62083617,24745,24619,148.14725
62083618,23701,23736,64.28558
62083621,23671,23701,694.70351
62083622,23671,23739,103.33904
62083623,24515,24513,91.21918
62083626,25884,25875,207.66691
62083627,26420,26400,93.87311
62083630,26216,26338,517.21667
62083631,26622,26649,45.28307
62083632,26591,26600,47.90759
62083634,26649,26710,367.00519
62083635,26600,26609,30.96225
62083639,28381,28410,407.33681
62083640,26076,26152,120.95651
62083641,25886,25899,7.87658
62083642,26052,26172,163.70969
62083644,27335,27435,247.81018
62083645,26032,25967,80.83818
62083646,26342,26364,126.94803
62083647,26694,26701,16.66152
62083650,27477,27445,67.34411
62083652,27961,27960,142.3892
62083653,27989,28024,417.66116
62083654,28094,28232,525.60781
62083656,20020,20028,92.04147
62083660,27929,27934,51.45723
62083662,27818,27849,304.92596
62083663,27950,28025,330.57294
62083665,28323,28357,190.42409
62083666,28302,28330,159.57538
62083669,28131,28158,85.75379
62083672,5374,5426,68.88691
62083673,28292,28296,14.8433
62083675,5805,5723,141.16276
62083683,20987,20898,107.05559
62083684,2222,2215,15.08354
62083685,3258,3290,39.75188
62083686,2684,2680,9.35936
62083689,3212,3221,29.89782
62083690,3374,3476,178.96306
62083691,4181,4202,81.20021
62083692,3584,3605,68.93876
62083700,6844,6769,120.0721
62083701,3196,3240,62.41774
62083702,2355,2358,20.03621
62083705,8126,8127,9.51698
62083708,9157,9155,58.95043
62083719,12377,12396,38.87133
62083721,21149,21227,277.31132
62083724,18710,18717,10.08943
62083730,7942,8117,140.05242
62083734,11087,11119,31.58234
62083739,9548,9672,140.10917
62083741,9548,9550,41.88114
62083742,9550,9552,62.87402
62083743,13455,13351,126.84596
62083745,6315,6373,69.79655
62083746,14567,14486,407.75173
62083747,12410,12339,72.90562
62083748,26172,26194,124.47134
62083751,13599,13676,90.28549
62083753,6692,6715,36.02071
62083754,7069,7112,45.52197
62083760,28434,28435,8.76998
62083763,28483,28467,88.97035
62083764,27908,27917,52.66474
62083765,24344,24320,43.68769
62083767,28559,28554,118.71917
62083768,28562,28561,75.32535
62083771,28567,28571,21.49444
62083772,28405,28429,67.92914
62083773,28415,28424,73.6123
62083775,28599,28601,42.69862
62083780,23626,23593,156.81624
62083781,21786,21837,100.26227
62083782,21524,21635,135.44456
62083783,23391,23374,83.25413
62083785,22919,22964,55.45384
62083786,25783,25821,43.26133
62083787,24535,24473,71.14523
62083791,28384,28385,49.51753
62083792,28329,28312,106.55833
62083794,26869,26927,85.08005
62083795,26870,26827,49.78463
62083796,26859,26858,11.88338
62083797,26973,26956,46.41036
62083799,13261,13309,69.53928
62083800,13337,13366,90.97166
62083801,11088,11034,51.01075
62083804,11767,11878,132.46765
62083805,11740,11633,135.73374
62083806,11779,11849,64.89115
62083807,27286,27255,108.82775
62083808,26017,26083,80.91689
62083831,15903,15980,71.87362
62083832,15980,16043,69.47984
62083837,28453,28422,85.73299
62083841,21667,21570,84.5033
62083842,19836,19733,67.87365
62083843,19082,19128,55.95929
62083844,21809,21805,48.53078
62083846,22011,21980,34.63821
62083847,16040,16042,78.0034
62083855,12952,12989,63.42214
62083858,15763,15693,179.16335
62083859,6664,6655,15.59373
62083860,7209,7171,38.05997
62083862,1586,1634,207.27185
62083863,1605,1583,121.30555
62083865,6012,5886,164.37832
62083868,2318,2344,107.25212
62083869,2299,2331,39.69986
62083870,1818,1800,73.22053
62083871,2083,2090,73.4432
62083872,2315,2369,76.29513
62083873,2337,2359,71.19606
62083875,2528,2580,100.80734
62083876,2605,2584,42.42455
62083877,520,501,71.09116
62083879,3299,3330,75.33571
62083890,3240,3276,140.5365
62083891,4000,3928,102.78423
62083892,4000,3973,97.86384
62083893,3983,3918,96.507
62083894,3918,3877,66.91838
62083895,3945,3918,75.19492
62083896,4019,3945,103.7493
62083897,3945,3894,75.21244
62083898,3973,3945,122.40716
62083899,4054,3973,112.31758
62083900,3973,3919,76.90728
62083903,4195,4328,135.82697
62083904,4195,4146,120.4118
62083905,4146,4102,80.46878
62083906,4146,4196,99.34442
62083908,4328,4320,36.09903
62083910,4240,4182,57.92466
62083911,4320,4251,152.60988
62083915,4418,4491,105.52686
62083916,4418,4550,185.46313
62083917,5480,5533,75.87451
62083918,2990,2875,184.63795
62083919,2990,3027,801.32385
62083920,3027,2935,206.65889
62083921,2772,2702,111.88013
62083922,2772,2854,431.83975
62083925,1624,1635,102.42811
62083926,1865,1894,123.01224
62083927,1865,1967,173.84877
62083931,3342,3086,412.99581
62083935,4183,4357,187.98908
62083936,4495,4528,172.31575
62083937,4183,4495,407.27795
62083939,4528,4557,26.83193
62083942,10326,10036,229.90922
62083943,10036,9926,64.07548
62083944,10326,10304,77.85245
62083945,10171,10036,103.65483
62083946,10171,10173,42.99994
62083947,10304,10171,101.05693
62083948,10304,10342,42.77904
62083950,10007,10033,34.50223
62083951,10154,10033,90.17682
62083952,10033,9955,69.01898
62083953,10631,10465,140.77666
62083954,10631,10601,43.74573
62083955,11321,11105,364.46825
62083956,11321,11177,111.15792
62083957,11342,11497,134.52528
62083960,11325,11360,34.35227
62083965,4459,4277,214.19586
62083966,4523,4552,55.12364
62083967,4523,4470,101.17814
62083977,4329,4368,114.88709
62083978,4407,4393,25.73529
62083979,4817,4808,77.71019
62083980,4817,4684,101.70962
62083982,5214,5008,227.65247
62083988,5348,5314,76.86344
